font_name,family,image_path,brand_tone,industry,weight,is_free
Anton,display,fonts/font_0789.png,Creative,Healthcare,medium,True
Impact,display,fonts/font_0790.png,Bold,Fashion,thin,True
Abril Fatface,display,fonts/font_0791.png,Luxury,Travel,regular,False
Playfair Display,serif,fonts/font_0792.png,Innovative,Real Estate,bold,False
Garamond,serif,fonts/font_0793.png,Innovative,Real Estate,thin,True
Times New Roman,serif,fonts/font_0794.png,Luxury,Fashion,regular,True
Georgia,serif,fonts/font_0795.png,Minimalist,Food & Beverage,black,False
Baskerville,serif,fonts/font_0796.png,Innovative,Healthcare,bold,True
Helvetica,sans-serif,fonts/font_0797.png,Trustworthy,Technology,black,True
Montserrat,sans-serif,fonts/font_0798.png,Bold,Real Estate,regular,True
DM Sans,sans-serif,fonts/font_0799.png,Playful,Technology,black,True
Inter,sans-serif,fonts/font_0800.png,Professional,Technology,black,True
Open Sans,sans-serif,fonts/font_0801.png,Minimalist,Travel,black,False
Roboto,sans-serif,fonts/font_0802.png,Creative,Sustainability,thin,False
Pacifico,script,fonts/font_0803.png,Creative,Real Estate,thin,True
Dancing Script,script,fonts/font_0804.png,Innovative,Retail,thin,True
Brush Script,script,fonts/font_0805.png,Playful,Food & Beverage,bold,True
Great Vibes,script,fonts/font_0806.png,Professional,Technology,regular,True
Courier New,monospace,fonts/font_0807.png,Creative,Real Estate,thin,True
Source Code Pro,monospace,fonts/font_0808.png,Luxury,Food & Beverage,black,True
Fira Mono,monospace,fonts/font_0809.png,Luxury,Retail,black,False
IBM Plex Mono,monospace,fonts/font_0810.png,Bold,Real Estate,black,True
Oswald,display,fonts/font_0811.png,Professional,Healthcare,black,False
Bebas Neue,display,fonts/font_0812.png,Luxury,Technology,medium,True
Anton,display,fonts/font_0813.png,Creative,Retail,bold,True
Impact,display,fonts/font_0814.png,Luxury,Healthcare,regular,True
Abril Fatface,display,fonts/font_0815.png,Trustworthy,Technology,regular,True
Playfair Display,serif,fonts/font_0816.png,Innovative,Finance,thin,False
Garamond,serif,fonts/font_0817.png,Creative,Education,medium,True
Times New Roman,serif,fonts/font_0818.png,Creative,Fashion,regular,True
Georgia,serif,fonts/font_0819.png,Creative,Technology,bold,True
Baskerville,serif,fonts/font_0820.png,Bold,Retail,black,True
Helvetica,sans-serif,fonts/font_0821.png,Playful,Retail,thin,True
Montserrat,sans-serif,fonts/font_0822.png,Creative,Education,bold,True
DM Sans,sans-serif,fonts/font_0823.png,Luxury,Real Estate,regular,False
Inter,sans-serif,fonts/font_0824.png,Trustworthy,Fashion,medium,False
Open Sans,sans-serif,fonts/font_0825.png,Creative,Food & Beverage,thin,True
Roboto,sans-serif,fonts/font_0826.png,Minimalist,Technology,regular,True
Pacifico,script,fonts/font_0827.png,Minimalist,Real Estate,thin,True
Dancing Script,script,fonts/font_0828.png,Playful,Healthcare,regular,True
Brush Script,script,fonts/font_0829.png,Professional,Food & Beverage,black,False
Great Vibes,script,fonts/font_0830.png,Bold,Fashion,medium,False
Courier New,monospace,fonts/font_0831.png,Trustworthy,Real Estate,black,True
Source Code Pro,monospace,fonts/font_0832.png,Innovative,Sustainability,regular,True
Fira Mono,monospace,fonts/font_0833.png,Trustworthy,Food & Beverage,bold,False
IBM Plex Mono,monospace,fonts/font_0834.png,Minimalist,Travel,black,False
Oswald,display,fonts/font_0835.png,Minimalist,Travel,bold,True
Bebas Neue,display,fonts/font_0836.png,Playful,Technology,regular,True
Anton,display,fonts/font_0837.png,Professional,Technology,medium,True
Impact,display,fonts/font_0838.png,Professional,Technology,bold,False
Abril Fatface,display,fonts/font_0839.png,Playful,Fashion,regular,True
Playfair Display,serif,fonts/font_0840.png,Creative,Sustainability,bold,False
Garamond,serif,fonts/font_0841.png,Trustworthy,Real Estate,black,True
Times New Roman,serif,fonts/font_0842.png,Minimalist,Healthcare,regular,True
Georgia,serif,fonts/font_0843.png,Trustworthy,Finance,black,True
Baskerville,serif,fonts/font_0844.png,Trustworthy,Retail,thin,False
Helvetica,sans-serif,fonts/font_0845.png,Bold,Healthcare,regular,True
Montserrat,sans-serif,fonts/font_0846.png,Minimalist,Real Estate,bold,False
DM Sans,sans-serif,fonts/font_0847.png,Professional,Sustainability,thin,True
Inter,sans-serif,fonts/font_0848.png,Innovative,Fashion,black,False
Open Sans,sans-serif,fonts/font_0849.png,Trustworthy,Food & Beverage,black,False
Roboto,sans-serif,fonts/font_0850.png,Minimalist,Healthcare,bold,True
Pacifico,script,fonts/font_0851.png,Trustworthy,Food & Beverage,thin,False
Dancing Script,script,fonts/font_0852.png,Bold,Finance,medium,True
Brush Script,script,fonts/font_0853.png,Creative,Real Estate,bold,True
Great Vibes,script,fonts/font_0854.png,Luxury,Sustainability,black,True
Courier New,monospace,fonts/font_0855.png,Minimalist,Real Estate,regular,False
Source Code Pro,monospace,fonts/font_0856.png,Playful,Retail,thin,False
Fira Mono,monospace,fonts/font_0857.png,Luxury,Fashion,medium,True
IBM Plex Mono,monospace,fonts/font_0858.png,Trustworthy,Retail,regular,False
Oswald,display,fonts/font_0859.png,Playful,Real Estate,thin,True
Bebas Neue,display,fonts/font_0860.png,Playful,Retail,bold,False
Anton,display,fonts/font_0861.png,Playful,Education,bold,True
Impact,display,fonts/font_0862.png,Minimalist,Real Estate,thin,True
Abril Fatface,display,fonts/font_0863.png,Professional,Sustainability,medium,True
Playfair Display,serif,fonts/font_0864.png,Trustworthy,Healthcare,thin,True
Garamond,serif,fonts/font_0865.png,Luxury,Sustainability,regular,True
Times New Roman,serif,fonts/font_0866.png,Bold,Education,regular,True
Georgia,serif,fonts/font_0867.png,Professional,Healthcare,bold,True
Baskerville,serif,fonts/font_0868.png,Trustworthy,Education,thin,False
Helvetica,sans-serif,fonts/font_0869.png,Creative,Healthcare,bold,True
Montserrat,sans-serif,fonts/font_0870.png,Creative,Sustainability,medium,False
DM Sans,sans-serif,fonts/font_0871.png,Minimalist,Real Estate,regular,True
Inter,sans-serif,fonts/font_0872.png,Playful,Technology,black,True
Open Sans,sans-serif,fonts/font_0873.png,Bold,Travel,black,True
Roboto,sans-serif,fonts/font_0874.png,Trustworthy,Travel,thin,False
Pacifico,script,fonts/font_0875.png,Luxury,Education,thin,False
Dancing Script,script,fonts/font_0876.png,Trustworthy,Travel,black,True
Brush Script,script,fonts/font_0877.png,Professional,Sustainability,thin,True
Great Vibes,script,fonts/font_0878.png,Creative,Food & Beverage,regular,True
Courier New,monospace,fonts/font_0879.png,Innovative,Education,medium,True
Source Code Pro,monospace,fonts/font_0880.png,Professional,Healthcare,medium,False
Fira Mono,monospace,fonts/font_0881.png,Trustworthy,Fashion,bold,True
IBM Plex Mono,monospace,fonts/font_0882.png,Bold,Retail,regular,True
Oswald,display,fonts/font_0883.png,Trustworthy,Sustainability,thin,False
Bebas Neue,display,fonts/font_0884.png,Trustworthy,Healthcare,thin,False
Anton,display,fonts/font_0885.png,Minimalist,Food & Beverage,bold,True
Impact,display,fonts/font_0886.png,Luxury,Fashion,bold,True
Abril Fatface,display,fonts/font_0887.png,Bold,Travel,thin,True
Playfair Display,serif,fonts/font_0888.png,Trustworthy,Food & Beverage,thin,True
Garamond,serif,fonts/font_0889.png,Playful,Education,regular,True
Times New Roman,serif,fonts/font_0890.png,Luxury,Finance,bold,False
Georgia,serif,fonts/font_0891.png,Professional,Finance,regular,False
Baskerville,serif,fonts/font_0892.png,Bold,Travel,thin,True
Helvetica,sans-serif,fonts/font_0893.png,Professional,Finance,black,True
Montserrat,sans-serif,fonts/font_0894.png,Creative,Finance,black,True
DM Sans,sans-serif,fonts/font_0895.png,Trustworthy,Healthcare,thin,True
Inter,sans-serif,fonts/font_0896.png,Professional,Healthcare,bold,True
Open Sans,sans-serif,fonts/font_0897.png,Professional,Retail,black,True
Roboto,sans-serif,fonts/font_0898.png,Minimalist,Real Estate,bold,True
Pacifico,script,fonts/font_0899.png,Professional,Travel,black,True
Dancing Script,script,fonts/font_0900.png,Playful,Finance,bold,True
Brush Script,script,fonts/font_0901.png,Playful,Retail,black,True
Great Vibes,script,fonts/font_0902.png,Luxury,Travel,bold,True
Courier New,monospace,fonts/font_0903.png,Trustworthy,Finance,regular,True
Source Code Pro,monospace,fonts/font_0904.png,Innovative,Sustainability,bold,True
Fira Mono,monospace,fonts/font_0905.png,Creative,Technology,regular,True
IBM Plex Mono,monospace,fonts/font_0906.png,Professional,Sustainability,regular,True
Oswald,display,fonts/font_0907.png,Professional,Fashion,thin,False
Bebas Neue,display,fonts/font_0908.png,Bold,Travel,regular,True
Anton,display,fonts/font_0909.png,Minimalist,Real Estate,medium,True
Impact,display,fonts/font_0910.png,Innovative,Fashion,regular,True
Abril Fatface,display,fonts/font_0911.png,Luxury,Retail,bold,True
Playfair Display,serif,fonts/font_0912.png,Creative,Retail,regular,False
Garamond,serif,fonts/font_0913.png,Innovative,Finance,bold,False
Times New Roman,serif,fonts/font_0914.png,Professional,Fashion,bold,True
Georgia,serif,fonts/font_0915.png,Bold,Finance,medium,True
Baskerville,serif,fonts/font_0916.png,Trustworthy,Travel,regular,True
Helvetica,sans-serif,fonts/font_0917.png,Minimalist,Retail,regular,True
Montserrat,sans-serif,fonts/font_0918.png,Trustworthy,Technology,black,True
DM Sans,sans-serif,fonts/font_0919.png,Luxury,Retail,black,True
Inter,sans-serif,fonts/font_0920.png,Innovative,Healthcare,thin,True
Open Sans,sans-serif,fonts/font_0921.png,Luxury,Food & Beverage,bold,True
Roboto,sans-serif,fonts/font_0922.png,Professional,Real Estate,medium,False
Pacifico,script,fonts/font_0923.png,Luxury,Fashion,black,True
Dancing Script,script,fonts/font_0924.png,Trustworthy,Finance,regular,True
Brush Script,script,fonts/font_0925.png,Bold,Food & Beverage,thin,True
Great Vibes,script,fonts/font_0926.png,Luxury,Food & Beverage,medium,True
Courier New,monospace,fonts/font_0927.png,Playful,Sustainability,regular,False
Source Code Pro,monospace,fonts/font_0928.png,Bold,Education,regular,True
Fira Mono,monospace,fonts/font_0929.png,Innovative,Sustainability,bold,False
IBM Plex Mono,monospace,fonts/font_0930.png,Minimalist,Sustainability,bold,True
Oswald,display,fonts/font_0931.png,Minimalist,Real Estate,black,False
Bebas Neue,display,fonts/font_0932.png,Professional,Healthcare,black,False
Anton,display,fonts/font_0933.png,Professional,Retail,regular,True
Impact,display,fonts/font_0934.png,Playful,Sustainability,regular,True
Abril Fatface,display,fonts/font_0935.png,Innovative,Travel,black,False
Playfair Display,serif,fonts/font_0936.png,Trustworthy,Retail,black,True
Garamond,serif,fonts/font_0937.png,Minimalist,Healthcare,regular,True
Times New Roman,serif,fonts/font_0938.png,Minimalist,Finance,medium,True
Georgia,serif,fonts/font_0939.png,Minimalist,Education,regular,True
Baskerville,serif,fonts/font_0940.png,Trustworthy,Retail,medium,True
Helvetica,sans-serif,fonts/font_0941.png,Minimalist,Fashion,medium,True
Montserrat,sans-serif,fonts/font_0942.png,Luxury,Real Estate,regular,True
DM Sans,sans-serif,fonts/font_0943.png,Innovative,Food & Beverage,thin,True
Inter,sans-serif,fonts/font_0944.png,Bold,Finance,black,False
Open Sans,sans-serif,fonts/font_0945.png,Bold,Healthcare,bold,True
Roboto,sans-serif,fonts/font_0946.png,Playful,Sustainability,regular,False
Pacifico,script,fonts/font_0947.png,Luxury,Travel,medium,False
Dancing Script,script,fonts/font_0948.png,Minimalist,Travel,regular,False
Brush Script,script,fonts/font_0949.png,Minimalist,Education,black,False
Great Vibes,script,fonts/font_0950.png,Professional,Healthcare,medium,False
Courier New,monospace,fonts/font_0951.png,Professional,Finance,bold,False
Source Code Pro,monospace,fonts/font_0952.png,Playful,Fashion,bold,True
Fira Mono,monospace,fonts/font_0953.png,Minimalist,Food & Beverage,bold,True
IBM Plex Mono,monospace,fonts/font_0954.png,Playful,Sustainability,thin,False
Oswald,display,fonts/font_0955.png,Luxury,Real Estate,medium,True
Bebas Neue,display,fonts/font_0956.png,Bold,Technology,medium,False
Anton,display,fonts/font_0957.png,Minimalist,Technology,thin,False
Impact,display,fonts/font_0958.png,Innovative,Sustainability,medium,True
Abril Fatface,display,fonts/font_0959.png,Trustworthy,Finance,thin,False
Playfair Display,serif,fonts/font_0960.png,Luxury,Sustainability,regular,True
Garamond,serif,fonts/font_0961.png,Minimalist,Healthcare,black,True
Times New Roman,serif,fonts/font_0962.png,Trustworthy,Technology,bold,True
Georgia,serif,fonts/font_0963.png,Innovative,Education,thin,True
Baskerville,serif,fonts/font_0964.png,Professional,Healthcare,thin,True
Helvetica,sans-serif,fonts/font_0965.png,Playful,Technology,thin,True
Montserrat,sans-serif,fonts/font_0966.png,Professional,Fashion,regular,True
DM Sans,sans-serif,fonts/font_0967.png,Bold,Food & Beverage,thin,False
Inter,sans-serif,fonts/font_0968.png,Professional,Travel,black,True
Open Sans,sans-serif,fonts/font_0969.png,Minimalist,Healthcare,black,True
Roboto,sans-serif,fonts/font_0970.png,Innovative,Travel,bold,True
Pacifico,script,fonts/font_0971.png,Professional,Travel,regular,False
Dancing Script,script,fonts/font_0972.png,Minimalist,Technology,black,False
Brush Script,script,fonts/font_0973.png,Bold,Healthcare,medium,True
Great Vibes,script,fonts/font_0974.png,Trustworthy,Food & Beverage,medium,True
Courier New,monospace,fonts/font_0975.png,Innovative,Fashion,medium,False
Source Code Pro,monospace,fonts/font_0976.png,Professional,Retail,thin,True
Fira Mono,monospace,fonts/font_0977.png,Playful,Education,thin,True
IBM Plex Mono,monospace,fonts/font_0978.png,Playful,Travel,medium,True
Oswald,display,fonts/font_0979.png,Innovative,Food & Beverage,bold,True
Bebas Neue,display,fonts/font_0980.png,Playful,Real Estate,bold,False
Anton,display,fonts/font_0981.png,Professional,Real Estate,thin,True
Impact,display,fonts/font_0982.png,Professional,Retail,medium,True
Abril Fatface,display,fonts/font_0983.png,Innovative,Retail,bold,True
Playfair Display,serif,fonts/font_0984.png,Professional,Retail,thin,False
Garamond,serif,fonts/font_0985.png,Trustworthy,Education,medium,False
Times New Roman,serif,fonts/font_0986.png,Minimalist,Education,regular,False
Georgia,serif,fonts/font_0987.png,Bold,Fashion,medium,True
Baskerville,serif,fonts/font_0988.png,Trustworthy,Travel,medium,True
Helvetica,sans-serif,fonts/font_0989.png,Trustworthy,Finance,black,False
Montserrat,sans-serif,fonts/font_0990.png,Playful,Real Estate,black,True
DM Sans,sans-serif,fonts/font_0991.png,Minimalist,Technology,regular,False
Inter,sans-serif,fonts/font_0992.png,Innovative,Technology,regular,True
Open Sans,sans-serif,fonts/font_0993.png,Creative,Retail,medium,True
Roboto,sans-serif,fonts/font_0994.png,Playful,Sustainability,bold,True
Pacifico,script,fonts/font_0995.png,Minimalist,Real Estate,regular,False
Dancing Script,script,fonts/font_0996.png,Professional,Finance,medium,False
Brush Script,script,fonts/font_0997.png,Innovative,Finance,thin,True
Great Vibes,script,fonts/font_0998.png,Creative,Technology,black,True
Courier New,monospace,fonts/font_0999.png,Innovative,Sustainability,bold,False
Source Code Pro,monospace,fonts/font_1000.png,Creative,Finance,medium,True
Fira Mono,monospace,fonts/font_1001.png,Creative,Real Estate,thin,False
IBM Plex Mono,monospace,fonts/font_1002.png,Playful,Travel,black,True
Oswald,display,fonts/font_1003.png,Professional,Food & Beverage,thin,True
Bebas Neue,display,fonts/font_1004.png,Playful,Sustainability,medium,True
Anton,display,fonts/font_1005.png,Creative,Finance,regular,True
Impact,display,fonts/font_1006.png,Creative,Sustainability,black,True
Abril Fatface,display,fonts/font_1007.png,Luxury,Sustainability,thin,True
Playfair Display,serif,fonts/font_1008.png,Minimalist,Travel,regular,True
Garamond,serif,fonts/font_1009.png,Luxury,Real Estate,bold,True
Times New Roman,serif,fonts/font_1010.png,Minimalist,Technology,medium,True
Georgia,serif,fonts/font_1011.png,Bold,Travel,medium,False
Baskerville,serif,fonts/font_1012.png,Trustworthy,Finance,black,True
Helvetica,sans-serif,fonts/font_1013.png,Innovative,Retail,thin,True
Montserrat,sans-serif,fonts/font_1014.png,Playful,Travel,bold,True
DM Sans,sans-serif,fonts/font_1015.png,Bold,Retail,black,True
Inter,sans-serif,fonts/font_1016.png,Bold,Healthcare,black,False
Open Sans,sans-serif,fonts/font_1017.png,Innovative,Technology,thin,True
Roboto,sans-serif,fonts/font_1018.png,Innovative,Real Estate,bold,False
Pacifico,script,fonts/font_1019.png,Minimalist,Food & Beverage,thin,True
Dancing Script,script,fonts/font_1020.png,Luxury,Sustainability,medium,True
Brush Script,script,fonts/font_1021.png,Professional,Retail,regular,True
Great Vibes,script,fonts/font_1022.png,Minimalist,Food & Beverage,medium,False
Courier New,monospace,fonts/font_1023.png,Professional,Food & Beverage,medium,False
Source Code Pro,monospace,fonts/font_1024.png,Bold,Retail,black,True
Fira Mono,monospace,fonts/font_1025.png,Professional,Food & Beverage,medium,False
IBM Plex Mono,monospace,fonts/font_1026.png,Luxury,Sustainability,bold,True
Oswald,display,fonts/font_1027.png,Minimalist,Fashion,medium,False
Bebas Neue,display,fonts/font_1028.png,Creative,Healthcare,bold,True
Anton,display,fonts/font_1029.png,Innovative,Retail,thin,True
Impact,display,fonts/font_1030.png,Creative,Sustainability,black,True
Abril Fatface,display,fonts/font_1031.png,Luxury,Technology,bold,False
Playfair Display,serif,fonts/font_1032.png,Trustworthy,Retail,medium,False
Garamond,serif,fonts/font_1033.png,Luxury,Sustainability,black,False
Times New Roman,serif,fonts/font_1034.png,Trustworthy,Sustainability,black,False
Georgia,serif,fonts/font_1035.png,Minimalist,Travel,bold,True
Baskerville,serif,fonts/font_1036.png,Innovative,Fashion,bold,False
Helvetica,sans-serif,fonts/font_1037.png,Luxury,Retail,regular,False
Montserrat,sans-serif,fonts/font_1038.png,Creative,Real Estate,regular,True
DM Sans,sans-serif,fonts/font_1039.png,Trustworthy,Sustainability,black,True
Inter,sans-serif,fonts/font_1040.png,Innovative,Healthcare,regular,True
Open Sans,sans-serif,fonts/font_1041.png,Playful,Travel,medium,False
Roboto,sans-serif,fonts/font_1042.png,Playful,Sustainability,thin,False
Pacifico,script,fonts/font_1043.png,Playful,Retail,black,False
Dancing Script,script,fonts/font_1044.png,Professional,Finance,thin,False
Brush Script,script,fonts/font_1045.png,Luxury,Sustainability,regular,False
Great Vibes,script,fonts/font_1046.png,Minimalist,Education,bold,False
Courier New,monospace,fonts/font_1047.png,Creative,Finance,black,False
Source Code Pro,monospace,fonts/font_1048.png,Minimalist,Sustainability,regular,True
Fira Mono,monospace,fonts/font_1049.png,Professional,Food & Beverage,medium,True
IBM Plex Mono,monospace,fonts/font_1050.png,Minimalist,Sustainability,black,True
Oswald,display,fonts/font_1051.png,Trustworthy,Technology,black,False
Bebas Neue,display,fonts/font_1052.png,Playful,Food & Beverage,bold,True
Anton,display,fonts/font_1053.png,Creative,Retail,black,True
Impact,display,fonts/font_1054.png,Luxury,Healthcare,bold,True
Abril Fatface,display,fonts/font_1055.png,Minimalist,Finance,regular,True
Playfair Display,serif,fonts/font_1056.png,Minimalist,Real Estate,medium,True
Garamond,serif,fonts/font_1057.png,Bold,Travel,medium,True
Times New Roman,serif,fonts/font_1058.png,Bold,Healthcare,black,True
Georgia,serif,fonts/font_1059.png,Bold,Food & Beverage,black,True
Baskerville,serif,fonts/font_1060.png,Luxury,Travel,regular,True
Helvetica,sans-serif,fonts/font_1061.png,Playful,Finance,bold,True
Montserrat,sans-serif,fonts/font_1062.png,Innovative,Real Estate,medium,True
DM Sans,sans-serif,fonts/font_1063.png,Playful,Education,bold,True
Inter,sans-serif,fonts/font_1064.png,Creative,Education,regular,True
Open Sans,sans-serif,fonts/font_1065.png,Playful,Real Estate,medium,True
Roboto,sans-serif,fonts/font_1066.png,Luxury,Travel,medium,False
Pacifico,script,fonts/font_1067.png,Trustworthy,Retail,thin,True
Dancing Script,script,fonts/font_1068.png,Trustworthy,Travel,regular,True
Brush Script,script,fonts/font_1069.png,Luxury,Sustainability,regular,True
Great Vibes,script,fonts/font_1070.png,Bold,Travel,thin,True
Courier New,monospace,fonts/font_1071.png,Minimalist,Retail,bold,True
Source Code Pro,monospace,fonts/font_1072.png,Professional,Healthcare,thin,True
Fira Mono,monospace,fonts/font_1073.png,Professional,Finance,regular,True
IBM Plex Mono,monospace,fonts/font_1074.png,Innovative,Travel,bold,True
Oswald,display,fonts/font_1075.png,Minimalist,Finance,medium,True
Bebas Neue,display,fonts/font_1076.png,Innovative,Food & Beverage,thin,False
Anton,display,fonts/font_1077.png,Bold,Education,bold,True
Impact,display,fonts/font_1078.png,Innovative,Education,bold,False
Abril Fatface,display,fonts/font_1079.png,Minimalist,Retail,bold,True
Playfair Display,serif,fonts/font_1080.png,Creative,Food & Beverage,thin,True
Garamond,serif,fonts/font_1081.png,Minimalist,Education,medium,True
Times New Roman,serif,fonts/font_1082.png,Professional,Retail,bold,False
Georgia,serif,fonts/font_1083.png,Trustworthy,Travel,thin,True
Baskerville,serif,fonts/font_1084.png,Bold,Food & Beverage,regular,True
Helvetica,sans-serif,fonts/font_1085.png,Creative,Sustainability,thin,True
Montserrat,sans-serif,fonts/font_1086.png,Luxury,Sustainability,thin,True
DM Sans,sans-serif,fonts/font_1087.png,Creative,Sustainability,thin,False
Inter,sans-serif,fonts/font_1088.png,Creative,Healthcare,bold,True
Open Sans,sans-serif,fonts/font_1089.png,Innovative,Sustainability,thin,True
Roboto,sans-serif,fonts/font_1090.png,Professional,Food & Beverage,regular,True
Pacifico,script,fonts/font_1091.png,Innovative,Technology,bold,True
Dancing Script,script,fonts/font_1092.png,Innovative,Education,regular,True
Brush Script,script,fonts/font_1093.png,Luxury,Sustainability,black,True
Great Vibes,script,fonts/font_1094.png,Bold,Food & Beverage,thin,True
Courier New,monospace,fonts/font_1095.png,Minimalist,Fashion,bold,False
Source Code Pro,monospace,fonts/font_1096.png,Playful,Travel,bold,True
Fira Mono,monospace,fonts/font_1097.png,Innovative,Healthcare,thin,False
IBM Plex Mono,monospace,fonts/font_1098.png,Playful,Finance,medium,True
Oswald,display,fonts/font_1099.png,Bold,Retail,medium,True
Bebas Neue,display,fonts/font_1100.png,Playful,Fashion,regular,True
Anton,display,fonts/font_1101.png,Innovative,Fashion,thin,False
Impact,display,fonts/font_1102.png,Luxury,Healthcare,thin,True
Abril Fatface,display,fonts/font_1103.png,Playful,Retail,black,True
Playfair Display,serif,fonts/font_1104.png,Bold,Healthcare,medium,True
Garamond,serif,fonts/font_1105.png,Bold,Sustainability,medium,False
Times New Roman,serif,fonts/font_1106.png,Trustworthy,Finance,thin,True
Georgia,serif,fonts/font_1107.png,Trustworthy,Retail,regular,True
Baskerville,serif,fonts/font_1108.png,Luxury,Food & Beverage,thin,True
Helvetica,sans-serif,fonts/font_1109.png,Playful,Education,regular,False
Montserrat,sans-serif,fonts/font_1110.png,Playful,Healthcare,medium,False
DM Sans,sans-serif,fonts/font_1111.png,Trustworthy,Finance,black,True
Inter,sans-serif,fonts/font_1112.png,Minimalist,Travel,bold,True
Open Sans,sans-serif,fonts/font_1113.png,Professional,Technology,medium,False
Roboto,sans-serif,fonts/font_1114.png,Bold,Travel,regular,False
Pacifico,script,fonts/font_1115.png,Minimalist,Technology,thin,True
Dancing Script,script,fonts/font_1116.png,Bold,Real Estate,medium,False
Brush Script,script,fonts/font_1117.png,Creative,Food & Beverage,black,True
Great Vibes,script,fonts/font_1118.png,Creative,Real Estate,regular,True
Courier New,monospace,fonts/font_1119.png,Minimalist,Healthcare,thin,False
Source Code Pro,monospace,fonts/font_1120.png,Creative,Healthcare,bold,True
Fira Mono,monospace,fonts/font_1121.png,Trustworthy,Technology,regular,False
IBM Plex Mono,monospace,fonts/font_1122.png,Trustworthy,Retail,thin,True
Oswald,display,fonts/font_1123.png,Professional,Finance,bold,True
Bebas Neue,display,fonts/font_1124.png,Minimalist,Sustainability,thin,False
Anton,display,fonts/font_1125.png,Bold,Fashion,bold,True
Impact,display,fonts/font_1126.png,Playful,Healthcare,bold,True
Abril Fatface,display,fonts/font_1127.png,Bold,Real Estate,bold,False
Playfair Display,serif,fonts/font_1128.png,Innovative,Real Estate,thin,True
Garamond,serif,fonts/font_1129.png,Trustworthy,Travel,bold,True
Times New Roman,serif,fonts/font_1130.png,Luxury,Food & Beverage,regular,False
Georgia,serif,fonts/font_1131.png,Luxury,Technology,black,True
Baskerville,serif,fonts/font_1132.png,Trustworthy,Fashion,black,False
Helvetica,sans-serif,fonts/font_1133.png,Innovative,Technology,bold,False
Montserrat,sans-serif,fonts/font_1134.png,Luxury,Healthcare,black,True
DM Sans,sans-serif,fonts/font_1135.png,Creative,Education,black,True
Inter,sans-serif,fonts/font_1136.png,Trustworthy,Fashion,bold,False
Open Sans,sans-serif,fonts/font_1137.png,Luxury,Travel,bold,True
Roboto,sans-serif,fonts/font_1138.png,Trustworthy,Real Estate,regular,True
Pacifico,script,fonts/font_1139.png,Professional,Travel,medium,True
Dancing Script,script,fonts/font_1140.png,Playful,Healthcare,thin,True
Brush Script,script,fonts/font_1141.png,Playful,Education,bold,True
Great Vibes,script,fonts/font_1142.png,Bold,Sustainability,bold,False
Courier New,monospace,fonts/font_1143.png,Innovative,Fashion,black,False
Source Code Pro,monospace,fonts/font_1144.png,Trustworthy,Technology,regular,True
Fira Mono,monospace,fonts/font_1145.png,Minimalist,Fashion,black,True
IBM Plex Mono,monospace,fonts/font_1146.png,Bold,Real Estate,bold,True
Oswald,display,fonts/font_1147.png,Bold,Technology,bold,True
Bebas Neue,display,fonts/font_1148.png,Trustworthy,Sustainability,black,False
Anton,display,fonts/font_1149.png,Trustworthy,Sustainability,bold,False
Impact,display,fonts/font_1150.png,Bold,Food & Beverage,medium,False
Abril Fatface,display,fonts/font_1151.png,Bold,Technology,thin,True
Playfair Display,serif,fonts/font_1152.png,Playful,Finance,thin,True
Garamond,serif,fonts/font_1153.png,Minimalist,Education,thin,True
Times New Roman,serif,fonts/font_1154.png,Creative,Finance,medium,True
Georgia,serif,fonts/font_1155.png,Bold,Sustainability,bold,True
Baskerville,serif,fonts/font_1156.png,Creative,Technology,black,False
Helvetica,sans-serif,fonts/font_1157.png,Playful,Food & Beverage,regular,False
Montserrat,sans-serif,fonts/font_1158.png,Bold,Fashion,bold,False
DM Sans,sans-serif,fonts/font_1159.png,Luxury,Fashion,medium,False
Inter,sans-serif,fonts/font_1160.png,Bold,Fashion,medium,True
Open Sans,sans-serif,fonts/font_1161.png,Trustworthy,Food & Beverage,thin,True
Roboto,sans-serif,fonts/font_1162.png,Innovative,Healthcare,bold,True
Pacifico,script,fonts/font_1163.png,Innovative,Technology,thin,True
Dancing Script,script,fonts/font_1164.png,Bold,Finance,regular,True
Brush Script,script,fonts/font_1165.png,Professional,Education,thin,False
Great Vibes,script,fonts/font_1166.png,Luxury,Sustainability,regular,True
Courier New,monospace,fonts/font_1167.png,Minimalist,Education,medium,True
Source Code Pro,monospace,fonts/font_1168.png,Bold,Sustainability,thin,True
Fira Mono,monospace,fonts/font_1169.png,Creative,Technology,thin,True
IBM Plex Mono,monospace,fonts/font_1170.png,Minimalist,Technology,black,True
Oswald,display,fonts/font_1171.png,Luxury,Travel,medium,True
Bebas Neue,display,fonts/font_1172.png,Bold,Finance,black,True
Anton,display,fonts/font_1173.png,Professional,Real Estate,regular,False
Impact,display,fonts/font_1174.png,Playful,Sustainability,regular,True
Abril Fatface,display,fonts/font_1175.png,Professional,Retail,medium,True
Playfair Display,serif,fonts/font_1176.png,Trustworthy,Real Estate,regular,True
Garamond,serif,fonts/font_1177.png,Professional,Fashion,medium,False
Times New Roman,serif,fonts/font_1178.png,Creative,Education,regular,True
Georgia,serif,fonts/font_1179.png,Playful,Technology,bold,False
Baskerville,serif,fonts/font_1180.png,Trustworthy,Retail,thin,False
Helvetica,sans-serif,fonts/font_1181.png,Playful,Sustainability,bold,False
