company,industry,region,audience,tone,revenue_stage,team_size,founded_year,has_brand_kit
Startup_1629,Technology,Global,B2C,Professional,Public,220,2021,False
Startup_1630,Education,North America,D2C,Bold,Series B,430,2011,True
Startup_1631,Finance,India,B2B,Playful,Pre-seed,132,2021,False
Startup_1632,Travel,Europe,B2C,Minimalist,Series B,444,2021,False
Startup_1633,Sustainability,Asia,D2C,Playful,Seed,251,2016,False
Startup_1634,Real Estate,Europe,D2C,Innovative,Series A,269,2015,False
Startup_1635,Retail,India,B2B,Trustworthy,Pre-seed,85,2017,True
Startup_1636,Real Estate,Global,Enterprise,Luxury,Pre-seed,20,2018,True
Startup_1637,Fashion,North America,B2C,Bold,Seed,24,2012,False
Startup_1638,Fashion,Europe,SMB,Trustworthy,Pre-seed,381,2017,False
Startup_1639,Fashion,Asia,Enterprise,Minimalist,Series A,390,2013,False
Startup_1640,Education,Global,SMB,Playful,Series B,52,2011,False
Startup_1641,Real Estate,Europe,B2C,Trustworthy,Series A,404,2013,False
Startup_1642,Real Estate,Middle East,SMB,Trustworthy,Series C,269,2013,False
Startup_1643,Finance,North America,SMB,Luxury,Pre-seed,93,2017,False
Startup_1644,Healthcare,India,B2B,Bold,Pre-seed,186,2019,False
Startup_1645,Finance,Europe,B2B,Bold,Series A,422,2017,False
Startup_1646,Healthcare,Europe,B2B,Trustworthy,Public,291,2022,False
Startup_1647,Travel,Europe,SMB,Bold,Seed,251,2016,False
Startup_1648,Real Estate,Europe,SMB,Creative,Public,81,2013,False
Startup_1649,Retail,Asia,D2C,Minimalist,Series A,320,2011,False
Startup_1650,Fashion,Middle East,D2C,Creative,Series B,374,2010,False
Startup_1651,Real Estate,Global,B2B,Playful,Seed,133,2020,False
Startup_1652,Sustainability,Middle East,D2C,Minimalist,Pre-seed,439,2011,True
Startup_1653,Food & Beverage,North America,Enterprise,Professional,Public,368,2011,True
Startup_1654,Retail,North America,D2C,Playful,Public,235,2024,False
Startup_1655,Education,Asia,D2C,Professional,Pre-seed,311,2012,False
Startup_1656,Sustainability,Middle East,Enterprise,Playful,Seed,7,2019,False
Startup_1657,Fashion,North America,Enterprise,Trustworthy,Seed,392,2014,True
Startup_1658,Healthcare,India,B2C,Bold,Seed,291,2010,True
Startup_1659,Healthcare,Middle East,SMB,Minimalist,Pre-seed,69,2014,False
Startup_1660,Education,Europe,SMB,Trustworthy,Pre-seed,400,2016,False
Startup_1661,Travel,Middle East,B2B,Professional,Public,14,2021,True
Startup_1662,Education,India,B2C,Bold,Public,202,2023,False
Startup_1663,Technology,Europe,B2C,Bold,Pre-seed,294,2010,True
Startup_1664,Education,Middle East,B2C,Innovative,Pre-seed,466,2013,False
Startup_1665,Travel,Europe,B2C,Professional,Pre-seed,423,2020,True
Startup_1666,Real Estate,Europe,D2C,Playful,Series A,207,2011,False
Startup_1667,Travel,Asia,B2C,Professional,Series A,230,2017,False
Startup_1668,Sustainability,India,B2B,Minimalist,Series A,416,2011,True
Startup_1669,Sustainability,Asia,SMB,Trustworthy,Seed,451,2024,False
Startup_1670,Education,Middle East,B2C,Luxury,Pre-seed,367,2024,True
Startup_1671,Healthcare,Global,SMB,Playful,Public,468,2010,False
Startup_1672,Finance,Europe,Enterprise,Bold,Public,212,2023,True
Startup_1673,Travel,Middle East,B2B,Innovative,Series A,317,2023,False
Startup_1674,Education,Middle East,Enterprise,Professional,Seed,270,2011,True
Startup_1675,Technology,Global,B2C,Innovative,Series B,406,2019,True
Startup_1676,Finance,Asia,D2C,Creative,Series C,96,2013,False
Startup_1677,Finance,Middle East,D2C,Innovative,Series B,173,2014,False
Startup_1678,Retail,India,B2B,Luxury,Series B,285,2011,False
Startup_1679,Food & Beverage,Europe,B2C,Innovative,Series C,442,2013,False
Startup_1680,Fashion,North America,B2C,Professional,Public,130,2016,False
Startup_1681,Healthcare,Global,B2C,Luxury,Seed,484,2014,False
Startup_1682,Sustainability,India,B2C,Playful,Series C,395,2017,False
Startup_1683,Sustainability,North America,B2B,Professional,Seed,9,2019,False
Startup_1684,Food & Beverage,Global,B2B,Professional,Series B,462,2018,True
Startup_1685,Retail,North America,B2B,Luxury,Series C,448,2010,False
Startup_1686,Fashion,Asia,D2C,Minimalist,Series B,468,2010,False
Startup_1687,Travel,North America,B2C,Innovative,Series C,324,2012,True
Startup_1688,Travel,Europe,Enterprise,Bold,Series C,377,2017,False
Startup_1689,Food & Beverage,Asia,SMB,Luxury,Pre-seed,251,2010,False
Startup_1690,Finance,India,B2B,Innovative,Series A,68,2019,False
Startup_1691,Finance,India,B2B,Professional,Series A,412,2011,True
Startup_1692,Sustainability,India,D2C,Luxury,Series B,275,2023,False
Startup_1693,Travel,Global,D2C,Luxury,Series B,36,2010,False
Startup_1694,Education,Middle East,SMB,Creative,Series B,382,2023,True
Startup_1695,Real Estate,Asia,D2C,Professional,Pre-seed,301,2010,False
Startup_1696,Food & Beverage,Asia,B2B,Professional,Pre-seed,99,2021,False
Startup_1697,Travel,Asia,B2C,Creative,Series B,479,2022,False
Startup_1698,Education,Europe,B2C,Creative,Pre-seed,393,2018,True
Startup_1699,Fashion,Asia,D2C,Minimalist,Series C,128,2021,True
Startup_1700,Retail,Europe,SMB,Creative,Series C,86,2019,False
Startup_1701,Real Estate,Global,B2C,Trustworthy,Series C,431,2010,False
Startup_1702,Travel,India,B2B,Trustworthy,Series A,212,2013,False
Startup_1703,Finance,Middle East,B2C,Minimalist,Series C,44,2016,False
Startup_1704,Travel,North America,SMB,Trustworthy,Series A,241,2021,False
Startup_1705,Fashion,Middle East,D2C,Minimalist,Series C,303,2024,False
Startup_1706,Sustainability,Middle East,Enterprise,Creative,Series B,41,2014,False
Startup_1707,Technology,Global,B2C,Innovative,Series A,223,2019,False
Startup_1708,Sustainability,Middle East,B2B,Trustworthy,Pre-seed,313,2022,True
Startup_1709,Real Estate,North America,SMB,Trustworthy,Public,156,2014,True
Startup_1710,Education,Europe,B2C,Creative,Series A,149,2016,True
Startup_1711,Education,India,Enterprise,Trustworthy,Seed,207,2015,False
Startup_1712,Real Estate,Global,D2C,Professional,Series A,314,2015,True
Startup_1713,Sustainability,North America,B2C,Trustworthy,Series C,13,2022,True
Startup_1714,Retail,India,SMB,Playful,Series C,242,2017,False
Startup_1715,Technology,Europe,B2C,Minimalist,Series C,24,2019,False
Startup_1716,Food & Beverage,India,D2C,Trustworthy,Pre-seed,13,2018,True
Startup_1717,Technology,Europe,SMB,Trustworthy,Series B,118,2022,True
Startup_1718,Technology,North America,Enterprise,Trustworthy,Series A,109,2020,False
Startup_1719,Fashion,North America,B2B,Trustworthy,Pre-seed,173,2011,True
Startup_1720,Retail,India,D2C,Bold,Seed,40,2021,False
Startup_1721,Education,Global,B2C,Innovative,Series A,43,2021,False
Startup_1722,Sustainability,India,Enterprise,Creative,Public,223,2019,True
Startup_1723,Sustainability,Middle East,SMB,Innovative,Series C,49,2024,False
Startup_1724,Technology,Middle East,SMB,Playful,Pre-seed,348,2013,True
Startup_1725,Sustainability,India,SMB,Minimalist,Pre-seed,345,2019,False
Startup_1726,Real Estate,Middle East,B2C,Bold,Series A,324,2018,False
Startup_1727,Finance,India,D2C,Professional,Public,479,2023,False
Startup_1728,Food & Beverage,Asia,Enterprise,Bold,Pre-seed,36,2023,True
Startup_1729,Travel,Middle East,SMB,Creative,Pre-seed,257,2019,True
Startup_1730,Finance,India,B2B,Minimalist,Pre-seed,354,2010,False
Startup_1731,Food & Beverage,Asia,D2C,Luxury,Series A,294,2019,False
Startup_1732,Education,Middle East,Enterprise,Luxury,Series C,425,2022,False
Startup_1733,Finance,North America,Enterprise,Bold,Public,498,2017,False
Startup_1734,Travel,India,SMB,Professional,Pre-seed,273,2020,True
Startup_1735,Finance,North America,B2B,Playful,Pre-seed,433,2010,True
Startup_1736,Technology,Global,SMB,Creative,Series B,19,2020,True
Startup_1737,Travel,Middle East,D2C,Luxury,Public,403,2024,False
Startup_1738,Travel,Global,B2C,Trustworthy,Public,399,2013,False
Startup_1739,Travel,Asia,D2C,Innovative,Seed,225,2018,False
Startup_1740,Fashion,India,B2B,Playful,Series B,128,2013,True
Startup_1741,Retail,Asia,B2C,Professional,Series C,333,2014,False
Startup_1742,Travel,North America,Enterprise,Luxury,Series B,299,2024,True
Startup_1743,Finance,India,SMB,Professional,Series A,3,2024,False
Startup_1744,Technology,Global,D2C,Creative,Series B,54,2023,True
Startup_1745,Sustainability,North America,SMB,Minimalist,Series A,219,2022,False
Startup_1746,Real Estate,North America,D2C,Creative,Series B,472,2024,False
Startup_1747,Food & Beverage,Asia,SMB,Playful,Series B,61,2018,False
Startup_1748,Healthcare,Global,B2C,Minimalist,Seed,36,2017,True
Startup_1749,Finance,Middle East,SMB,Professional,Public,449,2010,True
Startup_1750,Fashion,Global,B2B,Professional,Series A,162,2012,True
Startup_1751,Retail,North America,B2B,Creative,Series C,298,2013,False
Startup_1752,Food & Beverage,North America,SMB,Bold,Public,192,2012,True
Startup_1753,Retail,Europe,Enterprise,Creative,Pre-seed,346,2018,False
Startup_1754,Travel,Asia,B2B,Creative,Series C,261,2015,False
Startup_1755,Education,North America,D2C,Bold,Series B,278,2012,True
Startup_1756,Food & Beverage,Global,SMB,Luxury,Series C,113,2017,False
Startup_1757,Travel,Europe,SMB,Minimalist,Series B,133,2018,False
Startup_1758,Food & Beverage,Asia,B2B,Minimalist,Series B,96,2019,False
Startup_1759,Finance,India,Enterprise,Trustworthy,Pre-seed,313,2013,True
Startup_1760,Technology,Middle East,D2C,Professional,Seed,242,2022,True
Startup_1761,Travel,Asia,B2B,Creative,Seed,464,2014,False
Startup_1762,Finance,North America,B2B,Trustworthy,Pre-seed,261,2012,True
Startup_1763,Finance,Europe,B2C,Bold,Series C,133,2023,False
Startup_1764,Retail,Europe,B2B,Creative,Series A,237,2014,False
Startup_1765,Sustainability,India,D2C,Creative,Pre-seed,260,2011,False
Startup_1766,Sustainability,Europe,B2C,Playful,Public,245,2011,False
Startup_1767,Healthcare,North America,Enterprise,Creative,Series B,56,2020,False
Startup_1768,Real Estate,Asia,Enterprise,Professional,Public,198,2022,True
Startup_1769,Real Estate,India,B2B,Creative,Seed,84,2014,False
Startup_1770,Healthcare,Middle East,D2C,Minimalist,Seed,359,2024,True
Startup_1771,Healthcare,Middle East,Enterprise,Minimalist,Series C,289,2016,False
Startup_1772,Travel,North America,D2C,Professional,Series A,381,2010,False
Startup_1773,Real Estate,India,D2C,Professional,Public,315,2012,False
Startup_1774,Healthcare,India,B2C,Innovative,Pre-seed,458,2010,True
Startup_1775,Healthcare,North America,B2B,Professional,Series B,452,2017,True
Startup_1776,Healthcare,Global,D2C,Minimalist,Public,419,2011,True
Startup_1777,Travel,India,D2C,Trustworthy,Series B,192,2015,True
Startup_1778,Fashion,Europe,D2C,Innovative,Series A,218,2020,False
Startup_1779,Real Estate,Europe,B2B,Playful,Series C,246,2015,True
Startup_1780,Fashion,North America,B2C,Minimalist,Public,267,2018,False
Startup_1781,Technology,North America,D2C,Professional,Series A,33,2015,False
Startup_1782,Travel,Europe,SMB,Bold,Series C,262,2019,False
Startup_1783,Education,Asia,B2C,Trustworthy,Series C,158,2015,False
Startup_1784,Education,North America,B2B,Playful,Public,136,2022,True
Startup_1785,Education,Europe,Enterprise,Creative,Pre-seed,400,2020,True
Startup_1786,Travel,Asia,D2C,Innovative,Pre-seed,259,2010,True
Startup_1787,Education,Asia,SMB,Innovative,Series B,267,2016,True
Startup_1788,Finance,Global,Enterprise,Luxury,Seed,396,2023,False
Startup_1789,Food & Beverage,Europe,Enterprise,Innovative,Public,54,2023,False
Startup_1790,Real Estate,Global,D2C,Trustworthy,Series C,313,2021,False
Startup_1791,Real Estate,Europe,D2C,Trustworthy,Series B,41,2015,False
Startup_1792,Real Estate,India,Enterprise,Minimalist,Public,187,2022,False
Startup_1793,Finance,Asia,SMB,Playful,Seed,248,2023,False
Startup_1794,Food & Beverage,Middle East,B2C,Playful,Series B,470,2017,False
Startup_1795,Travel,India,D2C,Professional,Series C,77,2010,False
Startup_1796,Technology,India,D2C,Playful,Seed,453,2017,False
Startup_1797,Healthcare,Asia,B2B,Innovative,Series A,93,2017,True
Startup_1798,Food & Beverage,Asia,D2C,Minimalist,Pre-seed,222,2010,False
Startup_1799,Real Estate,Asia,B2B,Trustworthy,Pre-seed,206,2020,True
Startup_1800,Finance,North America,Enterprise,Trustworthy,Seed,115,2016,True
Startup_1801,Sustainability,Europe,SMB,Bold,Public,83,2016,False
Startup_1802,Fashion,Global,B2B,Playful,Seed,412,2016,False
Startup_1803,Food & Beverage,Europe,B2B,Innovative,Series C,388,2021,False
Startup_1804,Travel,Europe,B2C,Minimalist,Seed,228,2022,False
Startup_1805,Travel,Asia,Enterprise,Innovative,Public,424,2022,False
Startup_1806,Travel,India,B2B,Innovative,Pre-seed,23,2024,False
Startup_1807,Travel,Asia,B2B,Innovative,Series C,210,2024,False
Startup_1808,Finance,Asia,Enterprise,Trustworthy,Public,477,2012,False
Startup_1809,Sustainability,India,D2C,Professional,Series B,446,2012,True
Startup_1810,Sustainability,Middle East,SMB,Playful,Pre-seed,423,2020,True
Startup_1811,Real Estate,Global,Enterprise,Luxury,Series A,273,2017,False
Startup_1812,Education,North America,B2C,Luxury,Series C,381,2017,False
Startup_1813,Travel,Middle East,B2C,Bold,Series A,326,2017,False
Startup_1814,Technology,Asia,SMB,Trustworthy,Seed,129,2021,False
Startup_1815,Sustainability,Europe,B2C,Professional,Series B,343,2024,False
Startup_1816,Real Estate,Europe,Enterprise,Minimalist,Seed,249,2012,False
Startup_1817,Sustainability,India,D2C,Playful,Pre-seed,274,2013,False
Startup_1818,Education,Asia,B2C,Minimalist,Series B,190,2021,True
Startup_1819,Travel,India,Enterprise,Trustworthy,Public,332,2011,False
Startup_1820,Real Estate,India,B2C,Creative,Pre-seed,471,2020,True
Startup_1821,Retail,North America,B2B,Luxury,Series B,429,2012,False
Startup_1822,Fashion,India,B2B,Trustworthy,Series A,301,2014,False
Startup_1823,Travel,Asia,D2C,Professional,Pre-seed,229,2012,True
Startup_1824,Travel,North America,B2B,Minimalist,Public,298,2013,False
Startup_1825,Sustainability,Europe,B2B,Playful,Pre-seed,495,2016,False
Startup_1826,Retail,North America,B2C,Professional,Seed,237,2012,False
Startup_1827,Food & Beverage,Asia,B2C,Trustworthy,Public,235,2010,False
Startup_1828,Retail,Global,SMB,Creative,Series C,361,2022,True
Startup_1829,Technology,Middle East,D2C,Playful,Public,184,2023,True
Startup_1830,Food & Beverage,North America,B2B,Playful,Pre-seed,260,2010,False
Startup_1831,Fashion,Global,SMB,Professional,Public,92,2013,False
Startup_1832,Food & Beverage,Middle East,B2C,Creative,Series B,110,2010,True
Startup_1833,Healthcare,North America,SMB,Professional,Seed,241,2015,False
Startup_1834,Fashion,North America,B2B,Innovative,Series C,14,2013,False
Startup_1835,Sustainability,India,SMB,Playful,Pre-seed,462,2014,False
Startup_1836,Travel,Middle East,Enterprise,Luxury,Series A,180,2015,True
Startup_1837,Technology,Global,D2C,Trustworthy,Public,183,2011,False
Startup_1838,Food & Beverage,Middle East,B2B,Playful,Seed,479,2010,False
Startup_1839,Sustainability,North America,Enterprise,Professional,Public,147,2022,False
Startup_1840,Fashion,Asia,SMB,Innovative,Series A,297,2019,False
Startup_1841,Finance,Asia,B2B,Bold,Series B,98,2021,False
Startup_1842,Retail,Middle East,SMB,Minimalist,Seed,210,2021,False
Startup_1843,Technology,India,D2C,Playful,Seed,377,2011,False
Startup_1844,Retail,India,D2C,Innovative,Seed,490,2023,True
Startup_1845,Finance,Asia,B2C,Minimalist,Series C,395,2015,True
Startup_1846,Healthcare,India,Enterprise,Trustworthy,Public,426,2022,True
Startup_1847,Retail,North America,D2C,Playful,Series C,45,2024,False
Startup_1848,Healthcare,North America,Enterprise,Innovative,Pre-seed,473,2019,False
Startup_1849,Food & Beverage,Middle East,SMB,Creative,Series A,235,2018,False
Startup_1850,Real Estate,Global,Enterprise,Creative,Public,94,2017,False
Startup_1851,Real Estate,Europe,B2B,Playful,Public,137,2019,False
Startup_1852,Technology,Asia,B2C,Creative,Pre-seed,165,2020,True
Startup_1853,Education,Asia,Enterprise,Innovative,Series A,441,2010,True
Startup_1854,Healthcare,Europe,Enterprise,Bold,Pre-seed,399,2014,True
Startup_1855,Technology,India,D2C,Professional,Seed,30,2016,False
Startup_1856,Technology,North America,B2B,Trustworthy,Seed,392,2017,False
Startup_1857,Finance,North America,D2C,Innovative,Series A,218,2016,True
Startup_1858,Sustainability,Asia,Enterprise,Trustworthy,Seed,427,2010,False
Startup_1859,Fashion,Asia,SMB,Luxury,Pre-seed,31,2021,False
Startup_1860,Retail,India,D2C,Innovative,Series C,249,2013,True
Startup_1861,Sustainability,India,D2C,Trustworthy,Series B,221,2013,False
Startup_1862,Healthcare,Asia,B2B,Professional,Public,459,2024,False
Startup_1863,Fashion,India,D2C,Minimalist,Public,496,2018,False
Startup_1864,Finance,Europe,D2C,Minimalist,Pre-seed,48,2024,False
Startup_1865,Travel,North America,B2C,Trustworthy,Series A,163,2021,True
Startup_1866,Retail,Asia,Enterprise,Creative,Seed,377,2015,True
Startup_1867,Travel,Europe,B2B,Playful,Series B,447,2015,False
Startup_1868,Technology,Europe,D2C,Professional,Series B,145,2014,True
Startup_1869,Education,Global,Enterprise,Bold,Seed,249,2014,False
Startup_1870,Sustainability,Middle East,B2B,Luxury,Pre-seed,75,2018,True
Startup_1871,Real Estate,Asia,D2C,Professional,Seed,30,2011,True
Startup_1872,Retail,Middle East,SMB,Playful,Series C,251,2019,True
Startup_1873,Education,Europe,B2C,Minimalist,Series A,122,2014,True
Startup_1874,Travel,Asia,B2B,Professional,Public,16,2024,False
Startup_1875,Food & Beverage,Middle East,SMB,Minimalist,Seed,221,2010,True
Startup_1876,Food & Beverage,North America,B2B,Creative,Pre-seed,308,2014,False
Startup_1877,Finance,Asia,B2B,Creative,Series C,313,2013,False
Startup_1878,Technology,Middle East,B2C,Innovative,Public,473,2013,False
Startup_1879,Retail,India,SMB,Playful,Series C,171,2022,False
Startup_1880,Sustainability,Asia,D2C,Minimalist,Pre-seed,405,2013,True
Startup_1881,Healthcare,Global,Enterprise,Playful,Series A,176,2012,True
Startup_1882,Real Estate,India,SMB,Innovative,Series B,321,2015,False
Startup_1883,Real Estate,Asia,B2B,Luxury,Series C,118,2012,False
Startup_1884,Food & Beverage,Middle East,SMB,Bold,Public,350,2015,True
Startup_1885,Education,Middle East,Enterprise,Minimalist,Pre-seed,3,2015,False
Startup_1886,Healthcare,Global,SMB,Professional,Public,367,2020,True
Startup_1887,Retail,Asia,Enterprise,Luxury,Public,33,2019,True
Startup_1888,Education,Europe,B2C,Bold,Series C,368,2024,False
Startup_1889,Retail,Middle East,B2B,Professional,Public,311,2011,True
Startup_1890,Healthcare,Global,D2C,Innovative,Series B,299,2018,False
Startup_1891,Finance,Asia,SMB,Creative,Public,159,2019,False
Startup_1892,Education,Asia,B2C,Creative,Pre-seed,266,2024,True
Startup_1893,Finance,North America,SMB,Professional,Series C,276,2017,False
Startup_1894,Finance,India,B2C,Trustworthy,Pre-seed,135,2023,True
Startup_1895,Finance,North America,Enterprise,Playful,Public,457,2022,False
Startup_1896,Finance,India,B2C,Bold,Pre-seed,355,2016,False
Startup_1897,Fashion,India,Enterprise,Professional,Series B,443,2018,False
Startup_1898,Real Estate,North America,B2C,Trustworthy,Pre-seed,258,2017,True
Startup_1899,Travel,Global,SMB,Professional,Public,398,2018,False
Startup_1900,Healthcare,Europe,D2C,Professional,Series A,263,2017,True
Startup_1901,Technology,Asia,B2B,Luxury,Series C,100,2022,False
Startup_1902,Food & Beverage,Middle East,D2C,Bold,Seed,158,2012,True
Startup_1903,Travel,Asia,B2C,Playful,Series A,195,2019,False
Startup_1904,Technology,Global,Enterprise,Innovative,Series A,75,2010,False
Startup_1905,Technology,Global,SMB,Luxury,Pre-seed,288,2020,True
Startup_1906,Retail,North America,B2B,Trustworthy,Series A,73,2015,False
Startup_1907,Sustainability,Europe,B2B,Creative,Series A,426,2021,False
Startup_1908,Technology,Middle East,SMB,Creative,Series A,385,2023,True
Startup_1909,Travel,Middle East,B2C,Luxury,Pre-seed,296,2012,False
Startup_1910,Food & Beverage,Global,B2B,Luxury,Public,314,2012,True
Startup_1911,Education,Europe,SMB,Playful,Series A,126,2015,False
Startup_1912,Education,Middle East,B2C,Playful,Seed,157,2019,False
Startup_1913,Finance,Middle East,SMB,Innovative,Series A,32,2021,True
Startup_1914,Healthcare,Europe,B2B,Luxury,Pre-seed,14,2018,False
Startup_1915,Real Estate,North America,D2C,Luxury,Public,72,2023,False
Startup_1916,Retail,North America,B2B,Innovative,Pre-seed,52,2014,False
Startup_1917,Food & Beverage,Global,B2B,Minimalist,Series B,66,2010,False
Startup_1918,Fashion,Middle East,D2C,Playful,Series B,46,2019,False
Startup_1919,Technology,North America,B2C,Creative,Public,114,2016,True
Startup_1920,Food & Beverage,North America,SMB,Professional,Public,493,2023,True
Startup_1921,Technology,Middle East,B2C,Bold,Seed,54,2018,False
Startup_1922,Fashion,Middle East,B2C,Bold,Public,442,2019,False
Startup_1923,Retail,Global,SMB,Bold,Series C,283,2011,True
Startup_1924,Education,Global,B2C,Innovative,Series B,111,2024,True
Startup_1925,Sustainability,North America,Enterprise,Luxury,Series A,145,2018,True
Startup_1926,Finance,Global,B2B,Trustworthy,Pre-seed,269,2014,False
Startup_1927,Healthcare,India,Enterprise,Innovative,Series B,247,2022,True
Startup_1928,Real Estate,Europe,SMB,Playful,Public,273,2010,False
Startup_1929,Real Estate,North America,D2C,Minimalist,Pre-seed,483,2024,False
Startup_1930,Fashion,North America,D2C,Minimalist,Series A,439,2013,False
Startup_1931,Healthcare,India,SMB,Creative,Pre-seed,348,2017,False
Startup_1932,Finance,Asia,SMB,Innovative,Pre-seed,53,2012,False
Startup_1933,Finance,Global,B2C,Bold,Series B,218,2014,False
Startup_1934,Food & Beverage,Asia,B2B,Professional,Pre-seed,84,2011,False
Startup_1935,Finance,Global,Enterprise,Professional,Series A,456,2014,False
Startup_1936,Retail,Europe,SMB,Trustworthy,Seed,77,2023,True
Startup_1937,Travel,Middle East,D2C,Professional,Pre-seed,367,2021,False
Startup_1938,Sustainability,North America,B2B,Professional,Public,153,2018,True
Startup_1939,Healthcare,India,B2B,Minimalist,Pre-seed,115,2021,True
Startup_1940,Technology,Middle East,B2C,Minimalist,Series A,59,2012,True
Startup_1941,Finance,Middle East,D2C,Trustworthy,Series C,168,2016,False
Startup_1942,Sustainability,Asia,B2B,Trustworthy,Series A,454,2022,False
Startup_1943,Sustainability,North America,D2C,Trustworthy,Series B,258,2015,True
Startup_1944,Real Estate,Europe,Enterprise,Playful,Series B,456,2011,True
Startup_1945,Travel,India,D2C,Minimalist,Seed,497,2023,False
Startup_1946,Travel,North America,B2B,Trustworthy,Pre-seed,347,2016,True
Startup_1947,Retail,Middle East,D2C,Playful,Seed,89,2019,False
Startup_1948,Fashion,Middle East,D2C,Playful,Public,190,2013,True
Startup_1949,Technology,Europe,D2C,Innovative,Public,49,2023,True
Startup_1950,Food & Beverage,Asia,B2B,Luxury,Seed,63,2015,False
Startup_1951,Fashion,Europe,Enterprise,Minimalist,Pre-seed,210,2016,False
Startup_1952,Finance,Europe,D2C,Professional,Pre-seed,389,2018,False
Startup_1953,Fashion,North America,Enterprise,Bold,Series A,209,2016,False
Startup_1954,Retail,Global,B2B,Playful,Seed,485,2012,False
Startup_1955,Finance,Asia,SMB,Trustworthy,Seed,70,2018,False
Startup_1956,Retail,Middle East,D2C,Bold,Series B,70,2022,False
Startup_1957,Fashion,Asia,Enterprise,Professional,Public,53,2015,False
Startup_1958,Retail,North America,D2C,Playful,Seed,108,2013,False
Startup_1959,Fashion,North America,B2C,Playful,Public,47,2021,True
Startup_1960,Real Estate,Global,B2C,Trustworthy,Series A,146,2019,True
Startup_1961,Education,Europe,B2B,Trustworthy,Public,490,2014,True
Startup_1962,Fashion,Global,Enterprise,Trustworthy,Series C,86,2019,False
Startup_1963,Finance,North America,Enterprise,Innovative,Seed,31,2010,False
Startup_1964,Healthcare,Asia,D2C,Minimalist,Series A,178,2021,True
Startup_1965,Retail,Europe,B2C,Luxury,Series A,436,2013,False
Startup_1966,Sustainability,Europe,D2C,Bold,Series C,34,2023,False
Startup_1967,Education,Europe,D2C,Innovative,Series A,366,2012,False
Startup_1968,Education,Asia,B2B,Trustworthy,Series B,472,2015,True
Startup_1969,Technology,Europe,SMB,Innovative,Series C,315,2018,False
Startup_1970,Technology,India,B2B,Professional,Public,363,2022,True
Startup_1971,Technology,India,B2B,Luxury,Public,350,2012,False
Startup_1972,Education,Asia,B2B,Innovative,Public,235,2023,True
Startup_1973,Finance,Middle East,D2C,Innovative,Public,168,2021,True
Startup_1974,Healthcare,Global,D2C,Luxury,Public,231,2014,False
Startup_1975,Fashion,Middle East,D2C,Innovative,Public,250,2011,False
Startup_1976,Sustainability,Europe,D2C,Minimalist,Series B,200,2018,True
Startup_1977,Fashion,Asia,B2C,Innovative,Seed,38,2017,True
Startup_1978,Sustainability,Europe,Enterprise,Playful,Seed,456,2019,False
Startup_1979,Finance,Europe,B2C,Professional,Series A,16,2013,False
Startup_1980,Fashion,India,Enterprise,Luxury,Series A,446,2020,True
Startup_1981,Travel,North America,D2C,Luxury,Public,94,2017,False
Startup_1982,Sustainability,Asia,B2C,Bold,Series C,267,2019,True
Startup_1983,Sustainability,North America,Enterprise,Creative,Public,277,2013,False
Startup_1984,Food & Beverage,India,SMB,Professional,Seed,123,2011,False
Startup_1985,Technology,North America,B2B,Innovative,Pre-seed,238,2018,False
Startup_1986,Healthcare,Global,Enterprise,Professional,Series A,138,2011,False
Startup_1987,Education,India,B2C,Trustworthy,Series C,199,2010,True
Startup_1988,Healthcare,Global,B2C,Luxury,Series A,277,2010,False
Startup_1989,Healthcare,Middle East,SMB,Creative,Series C,65,2023,False
Startup_1990,Travel,India,Enterprise,Trustworthy,Seed,342,2022,False
Startup_1991,Education,Asia,B2B,Playful,Series A,121,2012,False
Startup_1992,Fashion,Middle East,B2C,Trustworthy,Public,136,2019,True
Startup_1993,Real Estate,Europe,D2C,Professional,Series A,103,2016,False
Startup_1994,Retail,Asia,D2C,Professional,Pre-seed,65,2015,False
Startup_1995,Healthcare,Asia,Enterprise,Bold,Seed,305,2021,False
Startup_1996,Healthcare,Global,SMB,Bold,Series C,227,2022,False
Startup_1997,Finance,Asia,B2B,Innovative,Pre-seed,304,2024,False
Startup_1998,Education,North America,Enterprise,Bold,Series C,193,2012,False
Startup_1999,Finance,North America,Enterprise,Innovative,Series A,324,2014,True
Startup_2000,Finance,Europe,B2B,Innovative,Series B,174,2019,False
Startup_2001,Retail,North America,B2C,Playful,Series A,274,2015,True
Startup_2002,Food & Beverage,Asia,D2C,Playful,Seed,436,2019,False
Startup_2003,Food & Beverage,Global,B2C,Trustworthy,Public,428,2011,False
Startup_2004,Fashion,India,SMB,Creative,Series C,195,2012,True
Startup_2005,Food & Beverage,Europe,B2B,Professional,Pre-seed,363,2022,True
Startup_2006,Food & Beverage,Europe,B2C,Playful,Series A,127,2013,False
Startup_2007,Retail,Asia,Enterprise,Bold,Series C,205,2017,True
Startup_2008,Education,Middle East,Enterprise,Playful,Pre-seed,398,2022,True
Startup_2009,Real Estate,North America,SMB,Professional,Series A,231,2020,False
Startup_2010,Sustainability,Middle East,SMB,Luxury,Series B,485,2010,False
Startup_2011,Travel,Asia,B2B,Creative,Series B,333,2018,True
Startup_2012,Retail,Middle East,B2C,Minimalist,Public,28,2010,False
Startup_2013,Sustainability,Asia,Enterprise,Playful,Series A,91,2021,True
Startup_2014,Technology,North America,B2B,Luxury,Seed,48,2012,False
